CID,MolecularWeight,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,AtomStereoCount,DefinedAtomStereoCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D
5950,-1.58934778552103,-0.454354058040359,-0.941879151593702,-1.26916300201068,-1.13581527365935,-1.09321633322024,-1.60566323543016,-1.42488702369803,-0.130188910980824,0,-1.49372516469487,-1.09799161816446,-0.497725491385094,-1.5700848868864,-1.60591013709393,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-1.7417271443536,-1.94997211060794
6322,1.23999345472818,-1.99019876127538,2.35928992251857,1.20989993871658,2.3590009529848,0.468521285665818,1.86604105739181,1.12714943665665,-0.130188910980824,0,1.09008334989539,2.06527675820931,0.121666231227468,-0.308409531352687,1.14707866935281,-0.603022689155527,2.53546276418555,-0.333333333333334,2,-0.538815906080325,-0.466252404120157,0.733799385705342,1.92506684375924,0.601393267757589
6267,-0.158886575699343,-0.966302292452032,1.23679039190853,0.298160503422846,0.611592839662727,0.468521285665818,0.130188910980824,-0.14886879352069,-0.130188910980824,0,-0.354177952282687,-0.58317398005661,0.033181699425673,0.532707372336457,0.229415733870562,0.904534033733291,0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589
5960,-0.126308095903265,-0.198379940834523,0.981676862224424,0.276452421630138,0.611592839662727,2.03025890455188,0.130188910980824,-0.14886879352069,-0.130188910980824,0,-0.395919608415001,-0.520251824287873,0.077423965326571,0.182241995799314,1.14707866935281,2.41209075662211,-0.845154254728516,3,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589
5862,-0.523233655867729,0.185581234974231,-0.890856445656882,-0.976103897809118,0.611592839662727,0.468521285665818,-0.737737162224669,-0.999547613638916,-0.130188910980824,0,-0.71733036063382,-0.846302995089509,0.519846624335545,-0.028037230122972,-1.60591013709393,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-0.82502864732539,0.236912499419656
5961,0.30718514546496,-0.582341116643278,1.23679039190853,0.558657484935343,0.611592839662727,0.468521285665818,0.998114984186316,0.276470616538424,-0.130188910980824,0,0.200986074277093,0.600906587591435,-1.20560174579945,1.23363812541074,0.229415733870562,0.904534033733291,0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,1.00836834673103,0.601393267757589
33032,0.340096058728346,-1.35026346826079,0.981676862224424,0.536949403142634,0.611592839662727,2.03025890455188,0.998114984186316,0.276470616538424,-0.130188910980824,0,0.16341858375801,0.46362188409601,-0.807421352691376,0.953265824181029,1.14707866935281,2.41209075662211,-0.845154254728516,3,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,1.00836834673103,0.601393267757589
750,-2.05541950668533,-0.710328175246196,-0.941879151593702,-1.67944574789286,-1.13581527365935,-1.09321633322024,-1.60566323543016,-1.85022643375714,-2.7339671305973,-2.23606797749979,-2.01967003196202,-1.10943201012241,-1.78075120251112,-2.41120179057555,-1.60591013709393,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-1.7417271443536,-2.31445287894587
6274,0.606707699508497,-0.710328175246196,0.522472508793041,0.667197893898883,0.611592839662727,0.468521285665818,0.130188910980824,0.701810026597537,-0.130188910980824,0,0.526570992109144,0.263415024831848,-0.364998693682403,0.672893522951314,1.14707866935281,-0.603022689155527,0.845154254728516,-0.333333333333334,2,1.25723711418742,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589
6306,-0.190467755093501,1.20947770379757,-0.941879151593702,-0.374790032151105,-1.13581527365935,-1.09321633322024,0.130188910980824,-0.14886879352069,2.47358930863565,2.23606797749979,0.063238609040456,-0.314324769044735,0.298635294831058,1.02335889948846,0.229415733870562,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,3.2637668288411,0.733799385705342,0.091669849702821,0.601393267757589
6106,-0.190467755093501,1.46545182100341,-0.941879151593702,-0.418206195736521,-1.13581527365935,-1.09321633322024,0.130188910980824,-0.14886879352069,-0.130188910980824,0,0.059064443427224,-0.634655743867394,0.564088890236442,1.16354505010332,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,1.39875721236047,0.733799385705342,0.091669849702821,-1.94997211060794
5962,0.308847312801495,-0.454354058040359,0.384711202763626,-0.30966578677298,0.611592839662727,0.468521285665818,1.86604105739181,0.276470616538424,-0.130188910980824,0,0.505700164042987,2.23688263757859,-1.38257080940304,-1.5700848868864,0.229415733870562,-0.603022689155527,0.845154254728516,-0.333333333333334,2,-0.538815906080325,-0.466252404120157,0.733799385705342,1.92506684375924,0.601393267757589
6137,0.409242219928186,0.953503586591739,0.348995308607852,-0.505038522907353,-1.13581527365935,0.468521285665818,0.998114984186316,-0.14886879352069,-0.130188910980824,0,0.384649361259275,0.063208165567686,0.165908497128365,0.462614297029028,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,1.39875721236047,0.733799385705342,1.00836834673103,0.601393267757589
6140,0.940470900684646,1.46545182100341,-0.941879151593702,0.710614057484299,-1.13581527365935,-1.09321633322024,0.130188910980824,1.12714943665665,-0.130188910980824,0,1.14852166848063,0.795393250876622,0.741057953840031,-0.238316456045258,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,1.25723711418742,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589
614,-0.723691036653802,0.185581234974231,-1.65619703470919,-0.374790032151105,-1.13581527365935,-1.09321633322024,-1.60566323543016,-0.574208203579803,-0.130188910980824,-2.23606797749979,-0.642195379595655,-0.560293196140706,-0.895905884493171,-1.0794333597344,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,1.25723711418742,-0.466252404120157,-1.36277028773849,-0.82502864732539,-1.58549134227001
5951,-1.05745423782995,-0.582341116643278,0.09388177892375,-1.03471571864943,0.611592839662727,0.468521285665818,-0.737737162224669,-0.999547613638916,-0.130188910980824,0,-1.16814024686281,-1.0636704422906,0.298635294831058,-0.799061058504687,0.229415733870562,0.904534033733291,0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-0.82502864732539,0.236912499419656
6288,-0.59105008319834,-0.326366999437441,0.09388177892375,-0.585358425540373,0.611592839662727,0.468521285665818,-0.737737162224669,-0.574208203579803,2.47358930863565,2.23606797749979,-0.654717876435349,-0.937826130753126,0.077423965326571,0.532707372336457,0.229415733870562,0.904534033733291,0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-0.82502864732539,0.236912499419656
