CID,MolecularWeight,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,AtomStereoCount,DefinedAtomStereoCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D,mean,std,25,50,75,mean,std,25,50,75,kurt,kurt,skew,skew
5950,-1.58934778552103,-0.454354058040359,-0.941879151593702,-1.26916300201068,-1.13581527365935,-1.09321633322024,-1.60566323543016,-1.42488702369803,-0.130188910980824,0,-1.49372516469487,-1.09799161816446,-0.497725491385094,-1.5700848868864,-1.60591013709393,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-1.7417271443536,-1.94997211060794,1.54582821051671,0.70768412290345,1.06858132914986,1.23454656315228,1.96123008033998,1.38569641153218,0.957000671074466,0.649629760078834,0.881889232089678,2.38530771214724,-0.196598338078644,-1.28853565702859,0.951201868734224,0.516360471412443
6322,1.23999345472818,-1.99019876127538,2.35928992251857,1.20989993871658,2.3590009529848,0.468521285665818,1.86604105739181,1.12714943665665,-0.130188910980824,0,1.09008334989539,2.06527675820931,0.121666231227468,-0.308409531352687,1.14707866935281,-0.603022689155527,2.53546276418555,-0.333333333333334,2,-0.538815906080325,-0.466252404120157,0.733799385705342,1.92506684375924,0.601393267757589,1.60978038606752,0.692216452570028,1.09465538175026,1.35021437231749,2.10081592204057,1.43611158879789,0.960057942866163,0.6482742127618,1.00664667924963,2.3743432914443,-0.424886893576029,-1.38561798277231,0.724454968795705,0.357392697641759
6267,-0.158886575699343,-0.966302292452032,1.23679039190853,0.298160503422846,0.611592839662727,0.468521285665818,0.130188910980824,-0.14886879352069,-0.130188910980824,0,-0.354177952282687,-0.58317398005661,0.033181699425673,0.532707372336457,0.229415733870562,0.904534033733291,0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589,1.63731520989535,0.68540977049739,1.11363659667422,1.4561793612512,2.07986598352076,1.36333953965566,0.970458394500779,0.572864918007866,1.00578654522481,2.24289438193684,-0.404109017825367,-1.22100338705565,0.640743086705469,0.430995648245788
5960,-0.126308095903265,-0.198379940834523,0.981676862224424,0.276452421630138,0.611592839662727,2.03025890455188,0.130188910980824,-0.14886879352069,-0.130188910980824,0,-0.395919608415001,-0.520251824287873,0.077423965326571,0.182241995799314,1.14707866935281,2.41209075662211,-0.845154254728516,3,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589,1.5900504402988,0.68068451797201,1.10358954612011,1.37855748331807,1.95922034070775,1.3865561339122,0.969950345542385,0.59895453140419,1.03037250353612,2.26372328917107,-0.116323335244211,-1.24242842202019,0.812831197925388,0.408314849619366
5862,-0.523233655867729,0.185581234974231,-0.890856445656882,-0.976103897809118,0.611592839662727,0.468521285665818,-0.737737162224669,-0.999547613638916,-0.130188910980824,0,-0.71733036063382,-0.846302995089509,0.519846624335545,-0.028037230122972,-1.60591013709393,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-0.82502864732539,0.236912499419656,1.72705214285485,0.686538297815649,1.15512347126487,1.5954781093428,2.24038059293223,1.65975257935469,0.969953409599128,0.727390771894247,1.87713104684047,2.52542172331507,-0.752945700305914,-1.4743893594621,0.407286762945226,-0.075246019399065
5961,0.30718514546496,-0.582341116643278,1.23679039190853,0.558657484935343,0.611592839662727,0.468521285665818,0.998114984186316,0.276470616538424,-0.130188910980824,0,0.200986074277093,0.600906587591435,-1.20560174579945,1.23363812541074,0.229415733870562,0.904534033733291,0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,1.00836834673103,0.601393267757589,1.58781011965099,0.677198684598501,1.0974743064585,1.33098557132036,2.02965292855806,1.38129951941244,0.952937113536806,0.630798668332725,0.91651001060622,2.32503957343505,-0.236257199772237,-1.29525644884068,0.805417073639786,0.453555116567848
33032,0.340096058728346,-1.35026346826079,0.981676862224424,0.536949403142634,0.611592839662727,2.03025890455188,0.998114984186316,0.276470616538424,-0.130188910980824,0,0.16341858375801,0.46362188409601,-0.807421352691376,0.953265824181029,1.14707866935281,2.41209075662211,-0.845154254728516,3,-0.5,-0.538815906080325,-0.466252404120157,0.733799385705342,1.00836834673103,0.601393267757589,1.53421411534358,0.67132600620111,1.08081972667999,1.2675215909787,1.9020738144098,1.32640445678689,0.934946608587904,0.619309875929697,0.858560517651562,2.25989518826164,0.096892618447646,-1.14583919009443,0.976139906449785,0.583711941407666
750,-2.05541950668533,-0.710328175246196,-0.941879151593702,-1.67944574789286,-1.13581527365935,-1.09321633322024,-1.60566323543016,-1.85022643375714,-2.7339671305973,-2.23606797749979,-2.01967003196202,-1.10943201012241,-1.78075120251112,-2.41120179057555,-1.60591013709393,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-1.7417271443536,-2.31445287894587,1.73322660496701,0.710865157636046,1.19568332924819,1.54275003902683,2.21949024157833,1.5115638674435,1.10895004180033,0.479178274882802,1.1743197718269,2.685238548214,-0.623319894799557,-1.61110205602256,0.540466264182,0.163922652036513
6274,0.606707699508497,-0.710328175246196,0.522472508793041,0.667197893898883,0.611592839662727,0.468521285665818,0.130188910980824,0.701810026597537,-0.130188910980824,0,0.526570992109144,0.263415024831848,-0.364998693682403,0.672893522951314,1.14707866935281,-0.603022689155527,0.845154254728516,-0.333333333333334,2,1.25723711418742,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589,1.70022436865268,0.70149946588355,1.13045358376349,1.52609666360341,2.22759917772539,1.49989994616371,0.976613468579438,0.657607137310349,1.22398852288786,2.42810130317184,-0.736602186831877,-1.4440344795109,0.480313262006736,0.196523848668306
6306,-0.190467755093501,1.20947770379757,-0.941879151593702,-0.374790032151105,-1.13581527365935,-1.09321633322024,0.130188910980824,-0.14886879352069,2.47358930863565,2.23606797749979,0.063238609040456,-0.314324769044735,0.298635294831058,1.02335889948846,0.229415733870562,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,3.2637668288411,0.733799385705342,0.091669849702821,0.601393267757589,1.67275249857896,0.650737227957812,1.13619061059649,1.55064811747739,2.12543166259435,1.58396848515818,0.880783751990548,0.756246553027665,1.77397248253986,2.31353158971299,-0.416684267124683,-1.40250780946276,0.546841435062032,0.054982358075472
6106,-0.190467755093501,1.46545182100341,-0.941879151593702,-0.418206195736521,-1.13581527365935,-1.09321633322024,0.130188910980824,-0.14886879352069,-0.130188910980824,0,0.059064443427224,-0.634655743867394,0.564088890236442,1.16354505010332,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,1.39875721236047,0.733799385705342,0.091669849702821,-1.94997211060794,1.5712249278853,0.648174330722637,1.10580678000013,1.33956967817368,1.94593750125383,1.4073777661974,0.92963834750644,0.657884050296883,0.961668286495479,2.2948820943154,0.118405753058745,-1.31828746860211,0.90383429647239,0.39666533178006
5962,0.308847312801495,-0.454354058040359,0.384711202763626,-0.30966578677298,0.611592839662727,0.468521285665818,1.86604105739181,0.276470616538424,-0.130188910980824,0,0.505700164042987,2.23688263757859,-1.38257080940304,-1.5700848868864,0.229415733870562,-0.603022689155527,0.845154254728516,-0.333333333333334,2,-0.538815906080325,-0.466252404120157,0.733799385705342,1.92506684375924,0.601393267757589,1.58262157707119,0.675210496959628,1.09034519127716,1.3393463943824,2.01677224093792,1.40895031951137,0.95381902401245,0.636884982462705,0.968169071879849,2.34456496758451,-0.208110183262974,-1.34892624163094,0.803659222801632,0.390312983191678
6137,0.409242219928186,0.953503586591739,0.348995308607852,-0.505038522907353,-1.13581527365935,0.468521285665818,0.998114984186316,-0.14886879352069,-0.130188910980824,0,0.384649361259275,0.063208165567686,0.165908497128365,0.462614297029028,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,1.39875721236047,0.733799385705342,1.00836834673103,0.601393267757589,1.60629522784858,0.695355195611601,1.1012073982009,1.34553146770118,2.09527425346921,1.45436497469301,0.959463196600287,0.656216544978805,1.03299610846564,2.39111917088301,-0.400526063223377,-1.41677235621708,0.694544072273016,0.328453493107194
6140,0.940470900684646,1.46545182100341,-0.941879151593702,0.710614057484299,-1.13581527365935,-1.09321633322024,0.130188910980824,1.12714943665665,-0.130188910980824,0,1.14852166848063,0.795393250876622,0.741057953840031,-0.238316456045258,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,1.25723711418742,-0.466252404120157,0.733799385705342,0.091669849702821,0.601393267757589,1.71576598590699,0.68786183099526,1.13799476421474,1.58871113426096,2.22045971399887,1.57773289475106,0.969706673124067,0.713276640152458,1.47002177244508,2.48511016823425,-0.733955729900448,-1.50223788886269,0.437179800252302,0.082789957079961
614,-0.723691036653802,0.185581234974231,-1.65619703470919,-0.374790032151105,-1.13581527365935,-1.09321633322024,-1.60566323543016,-0.574208203579803,-0.130188910980824,-2.23606797749979,-0.642195379595655,-0.560293196140706,-0.895905884493171,-1.0794333597344,-0.688247201611685,-0.603022689155527,-0.845154254728516,-0.333333333333334,-0.5,1.25723711418742,-0.466252404120157,-1.36277028773849,-0.82502864732539,-1.58549134227001,1.34627636914833,0.609796339817483,1.02632275722148,1.18589328345967,1.37023133763168,1.71261075704122,1.0253625855263,0.64493137992203,2.11641390962489,2.6227272764919,2.72326028618011,-1.5783469009331,1.78307294273461,-0.2044910351316
5951,-1.05745423782995,-0.582341116643278,0.09388177892375,-1.03471571864943,0.611592839662727,0.468521285665818,-0.737737162224669,-0.999547613638916,-0.130188910980824,0,-1.16814024686281,-1.0636704422906,0.298635294831058,-0.799061058504687,0.229415733870562,0.904534033733291,0.845154254728516,-0.333333333333334,-0.5,-0.538815906080325,-0.466252404120157,-1.36277028773849,-0.82502864732539,0.236912499419656,1.68716784346992,0.717765439879294,1.12911040327765,1.44622595661948,2.26107944906222,1.59421192693222,1.03377402637867,0.633883765842092,1.51744288302171,2.60797559978098,-0.776035131493788,-1.59475454912949,0.524553921390398,0.048171846825602
